N,median,p05,p95,count
81100,5.0,5.0,5.0,7
81200,5.0,5.0,5.0,7
81300,5.0,5.0,5.0,7
81400,5.0,5.0,5.0,7
81500,5.0,5.0,8.099999999999998,7
81600,5.0,4.3,5.699999999999999,7
81700,5.0,5.0,5.0,7
81800,5.0,5.0,5.0,7
81900,5.0,5.0,5.0,7
82000,5.0,5.0,5.0,7
82100,5.0,5.0,5.0,7
82200,5.0,5.0,5.0,7
82300,5.0,5.0,5.0,7
82400,5.0,5.0,5.0,7
82500,5.0,5.0,5.0,7
82600,5.0,5.0,5.0,7
82700,5.0,5.0,5.0,7
82800,5.0,5.0,5.0,7
82900,5.0,5.0,5.0,7
83000,5.0,5.0,5.0,7
83100,5.0,5.0,5.0,7
83200,5.0,5.0,5.0,7
83300,5.0,5.0,5.0,7
83400,5.0,5.0,5.0,7
83500,5.0,5.0,5.0,7
83600,5.0,5.0,5.0,7
83700,5.0,5.0,5.0,7
83800,5.0,5.0,5.0,7
83900,5.0,5.0,5.0,7
84000,5.0,5.0,5.0,7
84100,5.0,5.0,5.0,7
84200,5.0,5.0,5.0,7
84300,5.0,5.0,6.699999999999999,7
84400,5.0,5.0,6.699999999999999,7
84500,5.0,5.0,5.0,7
84600,5.0,5.0,5.0,7
84700,5.0,5.0,5.0,7
84800,5.0,5.0,5.0,7
84900,5.0,5.0,5.0,7
85000,5.0,5.0,5.0,7
85100,5.0,5.0,5.0,7
85200,5.0,5.0,5.0,7
85300,5.0,5.0,5.0,7
85400,5.0,5.0,5.0,7
85500,5.0,5.0,5.0,7
85600,5.0,5.0,5.0,7
85700,5.0,5.0,5.0,7
85800,5.0,5.0,5.0,7
85900,5.0,5.0,5.0,7
86000,5.0,5.0,5.0,7
86100,5.0,5.0,5.0,7
86200,5.0,5.0,5.0,7
86300,5.0,5.0,5.0,7
86400,5.0,5.0,5.0,7
86500,5.0,5.0,5.0,7
86600,5.0,5.0,5.0,7
86700,5.0,5.0,5.0,7
86800,5.0,5.0,5.0,7
86900,5.0,5.0,5.699999999999999,7
87000,5.0,5.0,5.0,7
87100,5.0,5.0,5.0,7
87200,5.0,5.0,5.699999999999999,7
87300,5.0,5.0,5.0,7
87400,5.0,5.0,5.0,7
87500,5.0,5.0,5.0,7
87600,5.0,5.0,5.0,7
87700,5.0,5.0,5.0,7
87800,5.0,5.0,5.0,7
87900,5.0,5.0,5.699999999999999,7
88000,5.0,5.0,5.0,7
88100,5.0,5.0,5.0,7
88200,5.0,5.0,5.0,7
88300,5.0,5.0,5.0,7
88400,5.0,5.0,5.0,7
88500,5.0,5.0,5.0,7
88600,5.0,5.0,5.0,7
88700,5.0,5.0,5.0,7
88800,5.0,5.0,5.0,7
88900,5.0,5.0,5.0,7
89000,5.0,5.0,5.0,7
89100,5.0,5.0,5.0,7
89200,5.0,5.0,5.0,7
89300,5.0,5.0,5.0,7
89400,5.0,5.0,5.699999999999999,7
89500,5.0,5.0,5.0,7
89600,5.0,5.0,5.0,7
89700,5.0,5.0,5.0,7
89800,5.0,5.0,5.0,7
89900,5.0,5.0,5.0,7
90000,5.0,5.0,5.0,7
90100,5.0,5.0,5.699999999999999,7
90200,5.0,5.0,5.0,7
90300,5.0,5.0,5.699999999999999,7
90400,5.0,5.0,5.0,7
90500,5.0,5.0,5.699999999999999,7
90600,5.0,5.0,5.699999999999999,7
90700,5.0,5.0,5.0,7
90800,5.0,5.0,6.0,7
90900,5.0,5.0,6.0,7
91000,5.0,5.0,5.0,7
91100,5.0,5.0,5.0,7
91200,5.0,5.0,5.0,7
91300,5.0,5.0,5.0,7
91400,5.0,5.0,5.0,7
91500,5.0,5.0,5.0,7
91600,5.0,5.0,6.0,7
91700,5.0,5.0,5.0,7
91800,5.0,5.0,5.699999999999999,7
91900,5.0,5.0,5.0,7
92000,5.0,5.0,5.699999999999999,7
92100,5.0,5.0,6.0,7
92200,5.0,5.0,6.0,7
92300,5.0,5.0,6.0,7
92400,5.0,5.0,6.0,7
92500,5.0,5.0,5.699999999999999,7
92600,5.0,5.0,5.699999999999999,7
92700,5.0,5.0,6.0,7
92800,6.0,5.3,6.0,7
92900,5.0,5.0,6.0,7
93000,6.0,5.0,6.0,7
93100,6.0,5.3,6.0,7
93200,5.0,5.0,5.699999999999999,7
93300,5.0,5.0,6.0,7
93400,6.0,5.0,6.0,7
93500,5.0,5.0,6.0,7
93600,6.0,5.3,6.0,7
93700,6.0,5.0,6.0,7
93800,6.0,5.0,6.0,7
93900,5.0,5.0,6.0,7
94000,5.0,5.0,5.699999999999999,7
94100,6.0,6.0,6.0,7
94200,6.0,6.0,6.0,7
94300,6.0,5.3,6.0,7
94400,6.0,6.0,6.0,7
94500,6.0,5.3,6.0,7
94600,6.0,6.0,6.0,7
94700,6.0,6.0,6.0,7
94800,6.0,5.3,6.0,7
94900,6.0,6.0,6.0,7
95000,6.0,6.0,6.0,7
95100,6.0,6.0,7.0,7
95200,6.0,6.0,6.0,7
95300,6.0,6.0,6.0,7
95400,6.0,6.0,6.0,7
95500,6.0,6.0,6.0,7
95600,6.0,6.0,6.0,7
95700,6.0,6.0,6.0,7
95800,6.0,6.0,6.0,7
95900,6.0,6.0,6.0,7
96000,6.0,6.0,6.0,7
96100,6.0,6.0,6.0,7
96200,6.0,6.0,6.0,7
96300,6.0,6.0,6.0,7
96400,6.0,6.0,6.0,7
96500,6.0,6.0,6.0,7
96600,6.0,6.0,6.0,7
96700,6.0,6.0,6.0,7
96800,6.0,6.0,6.0,7
96900,7.0,6.0,10.099999999999998,7
97000,8.0,6.3,8.0,7
97100,6.0,6.0,6.0,7
97200,6.0,6.0,6.0,7
97300,6.0,6.0,6.0,7
97400,6.0,6.0,6.0,7
97500,6.0,6.0,6.699999999999999,7
97600,6.0,6.0,6.0,7
97700,6.0,6.0,6.0,7
97800,6.0,6.0,6.0,7
97900,6.0,6.0,6.0,7
98000,6.0,6.0,6.0,7
98100,6.0,6.0,6.0,7
98200,6.0,6.0,6.0,7
98300,6.0,6.0,6.0,7
98400,6.0,6.0,6.0,7
98500,6.0,6.0,6.0,7
98600,6.0,6.0,6.699999999999999,7
98700,6.0,6.0,6.0,7
98800,6.0,6.0,6.0,7
98900,6.0,6.0,6.0,7
99000,6.0,6.0,6.0,7
99100,6.0,6.0,6.0,7
99200,6.0,6.0,6.0,7
99300,6.0,6.0,6.0,7
99400,6.0,6.0,6.0,7
99500,6.0,6.0,6.0,7
99600,6.0,6.0,6.0,7
99700,6.0,6.0,6.0,7
99800,6.0,6.0,6.0,7
99900,6.0,6.0,6.0,7
100000,6.0,6.0,6.0,7
