N,median,p05,p95,count
81200,1.0,1.0,1.0,7
81300,1.0,1.0,1.0,7
81400,1.0,1.0,1.0,7
81500,1.0,1.0,1.0,7
81600,1.0,1.0,1.0,7
81700,1.0,1.0,1.0,7
81800,1.0,1.0,1.0,7
81900,1.0,1.0,1.0,7
82000,1.0,1.0,1.0,7
82100,1.0,1.0,1.0,7
82200,1.0,1.0,1.0,7
82300,1.0,1.0,1.0,7
82400,1.0,1.0,1.0,7
82500,1.0,1.0,1.0,7
82600,1.0,1.0,1.0,7
82700,1.0,1.0,1.0,7
82800,1.0,1.0,1.0,7
82900,1.0,1.0,1.0,7
83000,1.0,1.0,1.0,7
83100,1.0,1.0,1.0,7
83200,1.0,1.0,1.0,7
83300,1.0,1.0,1.0,7
83400,1.0,1.0,1.0,7
83500,1.0,1.0,1.0,7
83600,1.0,1.0,1.0,7
83700,1.0,1.0,1.0,7
83800,1.0,1.0,1.0,7
83900,1.0,1.0,2.0,7
84000,1.0,1.0,2.0,7
84100,1.0,1.0,1.0,7
84200,1.0,1.0,1.6999999999999993,7
84300,1.0,1.0,1.0,7
84400,1.0,1.0,1.0,7
84500,1.0,1.0,1.0,7
84600,1.0,1.0,1.0,7
84700,1.0,1.0,1.0,7
84800,1.0,1.0,1.0,7
84900,1.0,1.0,1.0,7
85000,1.0,1.0,1.0,7
85100,1.0,1.0,1.0,7
85200,1.0,1.0,1.0,7
85300,1.0,1.0,1.0,7
85400,1.0,1.0,1.0,7
85500,1.0,1.0,1.0,7
85600,1.0,1.0,1.0,7
85700,1.0,1.0,1.0,7
85800,1.0,1.0,1.0,7
85900,1.0,1.0,1.0,7
86000,1.0,1.0,1.0,7
86100,1.0,1.0,1.0,7
86200,1.0,1.0,1.0,7
86300,1.0,1.0,1.6999999999999993,7
86400,1.0,1.0,1.0,7
86500,1.0,1.0,1.0,7
86600,1.0,1.0,1.0,7
86700,1.0,1.0,1.6999999999999993,7
86800,1.0,1.0,1.0,7
86900,1.0,1.0,1.0,7
87000,1.0,1.0,1.0,7
87100,1.0,1.0,1.0,7
87200,1.0,1.0,1.0,7
87300,1.0,1.0,1.0,7
87400,1.0,1.0,1.0,7
87500,1.0,1.0,1.0,7
87600,1.0,1.0,1.0,7
87700,1.0,1.0,1.0,7
87800,1.0,1.0,1.0,7
87900,1.0,1.0,1.0,7
88000,1.0,1.0,1.0,7
88100,1.0,1.0,1.0,7
88200,1.0,1.0,1.0,7
88300,1.0,1.0,1.0,7
88400,1.0,1.0,1.0,7
88500,1.0,1.0,1.0,7
88600,1.0,1.0,1.0,7
88700,1.0,1.0,1.0,7
88800,1.0,1.0,1.0,7
88900,1.0,1.0,1.0,7
89000,1.0,1.0,1.6999999999999993,7
89100,1.0,1.0,1.0,7
89200,1.0,1.0,1.0,7
89300,1.0,1.0,1.0,7
89400,1.0,1.0,1.0,7
89500,1.0,1.0,1.0,7
89600,1.0,1.0,1.0,7
89700,1.0,1.0,1.0,7
89800,1.0,1.0,1.0,7
89900,1.0,1.0,1.0,7
90000,1.0,1.0,1.0,7
90100,1.0,1.0,1.0,7
90200,1.0,1.0,1.0,7
90300,1.0,1.0,1.0,7
90400,1.0,1.0,1.0,7
90500,1.0,1.0,1.0,7
90600,1.0,1.0,1.0,7
90700,1.0,1.0,1.0,7
90800,1.0,1.0,1.0,7
90900,1.0,1.0,1.0,7
91000,1.0,1.0,1.0,7
91100,1.0,1.0,1.0,7
91200,1.0,1.0,1.0,7
91300,1.0,1.0,1.0,7
91400,1.0,1.0,1.0,7
91500,1.0,1.0,1.0,7
91600,1.0,1.0,1.0,7
91700,1.0,1.0,1.0,7
91800,1.0,1.0,1.0,7
91900,1.0,1.0,1.0,7
92000,1.0,1.0,1.0,7
92100,1.0,1.0,1.0,7
92200,1.0,1.0,1.0,7
92300,1.0,1.0,1.0,7
92400,1.0,1.0,1.0,7
92500,1.0,1.0,1.0,7
92600,1.0,1.0,1.0,7
92700,1.0,1.0,1.0,7
92800,1.0,1.0,1.0,7
92900,1.0,1.0,1.0,7
93000,1.0,1.0,1.0,7
93100,1.0,1.0,1.0,7
93200,1.0,1.0,1.0,7
93300,1.0,1.0,1.0,7
93400,1.0,1.0,1.0,7
93500,1.0,1.0,1.0,7
93600,1.0,1.0,1.0,7
93700,1.0,1.0,1.0,7
93800,1.0,1.0,1.0,7
93900,1.0,1.0,1.0,7
94000,1.0,1.0,1.0,7
94100,1.0,1.0,1.0,7
94200,1.0,1.0,1.0,7
94300,1.0,1.0,1.0,7
94400,1.0,1.0,1.0,7
94500,1.0,1.0,1.0,7
94600,1.0,1.0,1.0,7
94700,1.0,1.0,1.0,7
94800,1.0,1.0,1.0,7
94900,1.0,1.0,1.0,7
95000,1.0,1.0,1.0,7
95100,1.0,1.0,1.0,7
95200,1.0,1.0,1.0,7
95300,1.0,1.0,1.0,7
95400,1.0,1.0,1.6999999999999993,7
95500,1.0,1.0,1.0,7
95600,1.0,1.0,1.0,7
95700,1.0,1.0,1.0,7
95800,1.0,1.0,1.0,7
95900,1.0,1.0,1.0,7
96000,1.0,1.0,1.0,7
96100,1.0,1.0,1.0,7
96200,1.0,1.0,1.0,7
96300,1.0,1.0,1.0,7
96400,1.0,1.0,1.0,7
96500,1.0,1.0,1.0,7
96600,1.0,1.0,1.0,7
96700,1.0,1.0,1.0,7
96800,1.0,1.0,1.0,7
96900,1.0,1.0,1.0,7
97000,1.0,1.0,1.0,7
97100,1.0,1.0,1.0,7
97200,1.0,1.0,1.6999999999999993,7
97300,1.0,1.0,1.0,7
97400,1.0,1.0,1.0,7
97500,1.0,1.0,1.0,7
97600,1.0,1.0,1.0,7
97700,1.0,1.0,1.0,7
97800,1.0,1.0,1.0,7
97900,1.0,1.0,1.0,7
98000,1.0,1.0,1.0,7
98100,1.0,1.0,1.0,7
98200,1.0,1.0,1.0,7
98300,2.0,1.0,2.0,7
98400,2.0,1.3,3.0,7
98500,2.0,1.0,2.6999999999999993,7
98600,1.0,1.0,2.0,7
98700,1.0,1.0,1.6999999999999993,7
98800,1.0,1.0,1.6999999999999993,7
98900,1.0,1.0,2.0,7
99000,1.0,1.0,2.0,7
99100,1.0,1.0,1.0,7
99200,1.0,1.0,1.0,7
99300,2.0,1.0,3.6999999999999993,7
99400,1.0,1.0,1.6999999999999993,7
99500,1.0,1.0,1.6999999999999993,7
99600,1.0,1.0,1.0,7
99700,1.0,1.0,1.0,7
99800,1.0,1.0,1.0,7
99900,1.0,1.0,1.0,7
100000,1.0,1.0,1.0,7
