kind,N,trial,ms
random,60200,3,3
random,60200,4,3
random,60200,5,3
random,60200,6,3
random,60200,7,3
random,60300,1,3
random,60300,2,3
random,60300,3,3
random,60300,4,3
random,60300,5,3
random,60300,6,4
random,60300,7,3
random,60400,1,3
random,60400,2,3
random,60400,3,3
random,60400,4,3
random,60400,5,3
random,60400,6,3
random,60400,7,3
random,60500,1,3
random,60500,2,3
random,60500,3,3
random,60500,4,3
random,60500,5,3
random,60500,6,3
random,60500,7,3
random,60600,1,3
random,60600,2,3
random,60600,3,3
random,60600,4,3
random,60600,5,3
random,60600,6,3
random,60600,7,3
random,60700,1,3
random,60700,2,3
random,60700,3,3
random,60700,4,3
random,60700,5,3
random,60700,6,3
random,60700,7,3
random,60800,1,3
random,60800,2,3
random,60800,3,3
random,60800,4,3
random,60800,5,3
random,60800,6,3
random,60800,7,3
random,60900,1,3
random,60900,2,3
random,60900,3,3
random,60900,4,3
random,60900,5,3
random,60900,6,3
random,60900,7,3
random,61000,1,3
random,61000,2,3
random,61000,3,3
random,61000,4,3
random,61000,5,3
random,61000,6,3
random,61000,7,3
random,61100,1,3
random,61100,2,3
random,61100,3,3
random,61100,4,3
random,61100,5,3
random,61100,6,3
random,61100,7,3
random,61200,1,3
random,61200,2,4
random,61200,3,3
random,61200,4,4
random,61200,5,3
random,61200,6,3
random,61200,7,3
random,61300,1,3
random,61300,2,3
random,61300,3,3
random,61300,4,3
random,61300,5,3
random,61300,6,3
random,61300,7,3
random,61400,1,3
random,61400,2,3
random,61400,3,3
random,61400,4,3
random,61400,5,3
random,61400,6,4
random,61400,7,4
random,61500,1,3
random,61500,2,3
random,61500,3,4
random,61500,4,4
random,61500,5,3
random,61500,6,3
random,61500,7,3
random,61600,1,3
random,61600,2,3
random,61600,3,3
random,61600,4,3
random,61600,5,3
random,61600,6,3
random,61600,7,3
random,61700,1,3
random,61700,2,3
random,61700,3,3
random,61700,4,3
random,61700,5,3
random,61700,6,3
random,61700,7,3
random,61800,1,3
random,61800,2,3
random,61800,3,3
random,61800,4,3
random,61800,5,3
random,61800,6,3
random,61800,7,3
random,61900,1,3
random,61900,2,4
random,61900,3,3
random,61900,4,3
random,61900,5,3
random,61900,6,3
random,61900,7,3
random,62000,1,3
random,62000,2,3
random,62000,3,3
random,62000,4,3
random,62000,5,3
random,62000,6,3
random,62000,7,3
random,62100,1,3
random,62100,2,3
random,62100,3,3
random,62100,4,3
random,62100,5,3
random,62100,6,4
random,62100,7,3
random,62200,1,3
random,62200,2,3
random,62200,3,3
random,62200,4,3
random,62200,5,3
random,62200,6,3
random,62200,7,3
random,62300,1,3
random,62300,2,3
random,62300,3,3
random,62300,4,3
random,62300,5,3
random,62300,6,3
random,62300,7,3
random,62400,1,3
random,62400,2,3
random,62400,3,3
random,62400,4,3
random,62400,5,3
random,62400,6,3
random,62400,7,3
random,62500,1,4
random,62500,2,3
random,62500,3,3
random,62500,4,3
random,62500,5,3
random,62500,6,4
random,62500,7,3
random,62600,1,3
random,62600,2,3
random,62600,3,3
random,62600,4,3
random,62600,5,3
random,62600,6,3
random,62600,7,4
random,62700,1,3
random,62700,2,3
random,62700,3,3
random,62700,4,3
random,62700,5,3
random,62700,6,3
random,62700,7,3
random,62800,1,3
random,62800,2,3
random,62800,3,3
random,62800,4,3
random,62800,5,3
random,62800,6,4
random,62800,7,3
random,62900,1,3
random,62900,2,3
random,62900,3,3
random,62900,4,4
random,62900,5,3
random,62900,6,3
random,62900,7,3
random,63000,1,3
random,63000,2,4
random,63000,3,3
random,63000,4,3
random,63000,5,3
random,63000,6,4
random,63000,7,4
random,63100,1,3
random,63100,2,3
random,63100,3,4
random,63100,4,4
random,63100,5,3
random,63100,6,3
random,63100,7,4
random,63200,1,3
random,63200,2,3
random,63200,3,3
random,63200,4,4
random,63200,5,3
random,63200,6,3
random,63200,7,3
random,63300,1,4
random,63300,2,3
random,63300,3,3
random,63300,4,3
random,63300,5,3
random,63300,6,4
random,63300,7,3
random,63400,1,3
random,63400,2,3
random,63400,3,3
random,63400,4,3
random,63400,5,3
random,63400,6,3
random,63400,7,3
random,63500,1,3
random,63500,2,3
random,63500,3,3
random,63500,4,3
random,63500,5,3
random,63500,6,3
random,63500,7,3
random,63600,1,3
random,63600,2,4
random,63600,3,3
random,63600,4,3
random,63600,5,3
random,63600,6,4
random,63600,7,4
random,63700,1,3
random,63700,2,3
random,63700,3,3
random,63700,4,3
random,63700,5,3
random,63700,6,3
random,63700,7,3
random,63800,1,3
random,63800,2,3
random,63800,3,3
random,63800,4,3
random,63800,5,3
random,63800,6,4
random,63800,7,3
random,63900,1,4
random,63900,2,3
random,63900,3,3
random,63900,4,4
random,63900,5,3
random,63900,6,3
random,63900,7,3
random,64000,1,3
random,64000,2,3
random,64000,3,3
random,64000,4,3
random,64000,5,3
random,64000,6,3
random,64000,7,3
random,64100,1,3
random,64100,2,3
random,64100,3,3
random,64100,4,3
random,64100,5,3
random,64100,6,3
random,64100,7,3
random,64200,1,4
random,64200,2,3
random,64200,3,3
random,64200,4,4
random,64200,5,3
random,64200,6,3
random,64200,7,3
random,64300,1,4
random,64300,2,3
random,64300,3,3
random,64300,4,3
random,64300,5,4
random,64300,6,3
random,64300,7,3
random,64400,1,3
random,64400,2,3
random,64400,3,4
random,64400,4,3
random,64400,5,3
random,64400,6,3
random,64400,7,4
random,64500,1,3
random,64500,2,3
random,64500,3,3
random,64500,4,3
random,64500,5,3
random,64500,6,3
random,64500,7,3
random,64600,1,4
random,64600,2,3
random,64600,3,3
random,64600,4,3
random,64600,5,3
random,64600,6,3
random,64600,7,3
random,64700,1,4
random,64700,2,3
random,64700,3,3
random,64700,4,3
random,64700,5,3
random,64700,6,3
random,64700,7,3
random,64800,1,4
random,64800,2,3
random,64800,3,3
random,64800,4,3
random,64800,5,3
random,64800,6,3
random,64800,7,3
random,64900,1,4
random,64900,2,3
random,64900,3,3
random,64900,4,3
random,64900,5,3
random,64900,6,3
random,64900,7,3
random,65000,1,4
random,65000,2,4
random,65000,3,3
random,65000,4,3
random,65000,5,3
random,65000,6,3
random,65000,7,3
random,65100,1,4
random,65100,2,3
random,65100,3,3
random,65100,4,3
random,65100,5,4
random,65100,6,3
random,65100,7,3
random,65200,1,4
random,65200,2,3
random,65200,3,3
random,65200,4,3
random,65200,5,3
random,65200,6,3
random,65200,7,4
random,65300,1,4
random,65300,2,4
random,65300,3,4
random,65300,4,4
random,65300,5,4
random,65300,6,3
random,65300,7,3
random,65400,1,4
random,65400,2,4
random,65400,3,3
random,65400,4,3
random,65400,5,3
random,65400,6,4
random,65400,7,3
random,65500,1,4
random,65500,2,3
random,65500,3,4
random,65500,4,4
random,65500,5,3
random,65500,6,3
random,65500,7,4
random,65600,1,4
random,65600,2,4
random,65600,3,4
random,65600,4,4
random,65600,5,4
random,65600,6,4
random,65600,7,4
random,65700,1,4
random,65700,2,4
random,65700,3,4
random,65700,4,4
random,65700,5,4
random,65700,6,4
random,65700,7,4
random,65800,1,4
random,65800,2,4
random,65800,3,4
random,65800,4,4
random,65800,5,4
random,65800,6,4
random,65800,7,3
random,65900,1,4
random,65900,2,4
random,65900,3,4
random,65900,4,4
random,65900,5,4
random,65900,6,4
random,65900,7,4
random,66000,1,4
random,66000,2,4
random,66000,3,4
random,66000,4,4
random,66000,5,4
random,66000,6,4
random,66000,7,4
random,66100,1,4
random,66100,2,4
random,66100,3,4
random,66100,4,4
random,66100,5,4
random,66100,6,4
random,66100,7,4
random,66200,1,4
random,66200,2,4
random,66200,3,4
random,66200,4,4
random,66200,5,4
random,66200,6,4
random,66200,7,4
random,66300,1,4
random,66300,2,4
random,66300,3,4
random,66300,4,4
random,66300,5,4
random,66300,6,4
random,66300,7,4
random,66400,1,4
random,66400,2,4
random,66400,3,4
random,66400,4,4
random,66400,5,4
random,66400,6,4
random,66400,7,4
random,66500,1,4
random,66500,2,4
random,66500,3,4
random,66500,4,4
random,66500,5,4
random,66500,6,4
random,66500,7,4
random,66600,1,4
random,66600,2,4
random,66600,3,4
random,66600,4,4
random,66600,5,4
random,66600,6,4
random,66600,7,4
random,66700,1,4
random,66700,2,4
random,66700,3,4
random,66700,4,4
random,66700,5,4
random,66700,6,4
random,66700,7,4
random,66800,1,4
random,66800,2,4
random,66800,3,4
random,66800,4,4
random,66800,5,4
random,66800,6,4
random,66800,7,4
random,66900,1,4
random,66900,2,4
random,66900,3,4
random,66900,4,4
random,66900,5,4
random,66900,6,4
random,66900,7,4
random,67000,1,4
random,67000,2,4
random,67000,3,4
random,67000,4,4
random,67000,5,4
random,67000,6,4
random,67000,7,4
random,67100,1,4
random,67100,2,4
random,67100,3,4
random,67100,4,4
random,67100,5,4
random,67100,6,4
random,67100,7,4
random,67200,1,4
random,67200,2,4
random,67200,3,4
random,67200,4,4
random,67200,5,4
random,67200,6,4
random,67200,7,4
random,67300,1,4
random,67300,2,4
random,67300,3,4
random,67300,4,4
random,67300,5,4
random,67300,6,4
random,67300,7,4
random,67400,1,4
random,67400,2,4
random,67400,3,4
random,67400,4,4
random,67400,5,4
random,67400,6,4
random,67400,7,4
random,67500,1,4
random,67500,2,4
random,67500,3,4
random,67500,4,4
random,67500,5,4
random,67500,6,4
random,67500,7,4
random,67600,1,4
random,67600,2,4
random,67600,3,4
random,67600,4,4
random,67600,5,4
random,67600,6,4
random,67600,7,4
random,67700,1,4
random,67700,2,4
random,67700,3,4
random,67700,4,4
random,67700,5,4
random,67700,6,4
random,67700,7,4
random,67800,1,4
random,67800,2,4
random,67800,3,4
random,67800,4,4
random,67800,5,4
random,67800,6,4
random,67800,7,4
random,67900,1,4
random,67900,2,4
random,67900,3,4
random,67900,4,4
random,67900,5,4
random,67900,6,4
random,67900,7,4
random,68000,1,4
random,68000,2,4
random,68000,3,4
random,68000,4,4
random,68000,5,4
random,68000,6,4
random,68000,7,4
random,68100,1,4
random,68100,2,4
random,68100,3,4
random,68100,4,4
random,68100,5,4
random,68100,6,4
random,68100,7,4
random,68200,1,4
random,68200,2,4
random,68200,3,4
random,68200,4,4
random,68200,5,4
random,68200,6,4
random,68200,7,4
random,68300,1,4
random,68300,2,4
random,68300,3,4
random,68300,4,4
random,68300,5,4
random,68300,6,4
random,68300,7,4
random,68400,1,4
random,68400,2,4
random,68400,3,4
random,68400,4,4
random,68400,5,4
random,68400,6,4
random,68400,7,4
random,68500,1,4
random,68500,2,4
random,68500,3,4
random,68500,4,4
random,68500,5,4
random,68500,6,4
random,68500,7,4
random,68600,1,4
random,68600,2,4
random,68600,3,4
random,68600,4,4
random,68600,5,4
random,68600,6,4
random,68600,7,4
random,68700,1,4
random,68700,2,4
random,68700,3,4
random,68700,4,4
random,68700,5,4
random,68700,6,4
random,68700,7,4
random,68800,1,4
random,68800,2,4
random,68800,3,4
random,68800,4,4
random,68800,5,4
random,68800,6,4
random,68800,7,4
random,68900,1,4
random,68900,2,4
random,68900,3,4
random,68900,4,4
random,68900,5,4
random,68900,6,4
random,68900,7,4
random,69000,1,4
random,69000,2,4
random,69000,3,4
random,69000,4,4
random,69000,5,4
random,69000,6,4
random,69000,7,4
random,69100,1,4
random,69100,2,4
random,69100,3,4
random,69100,4,4
random,69100,5,4
random,69100,6,4
random,69100,7,4
random,69200,1,4
random,69200,2,4
random,69200,3,4
random,69200,4,4
random,69200,5,4
random,69200,6,4
random,69200,7,4
random,69300,1,4
random,69300,2,4
random,69300,3,4
random,69300,4,4
random,69300,5,4
random,69300,6,4
random,69300,7,4
random,69400,1,4
random,69400,2,4
random,69400,3,4
random,69400,4,4
random,69400,5,4
random,69400,6,4
random,69400,7,4
random,69500,1,4
random,69500,2,4
random,69500,3,4
random,69500,4,4
random,69500,5,4
random,69500,6,4
random,69500,7,4
random,69600,1,4
random,69600,2,4
random,69600,3,4
random,69600,4,4
random,69600,5,4
random,69600,6,4
random,69600,7,4
random,69700,1,4
random,69700,2,4
random,69700,3,4
random,69700,4,4
random,69700,5,4
random,69700,6,4
random,69700,7,4
random,69800,1,4
random,69800,2,4
random,69800,3,4
random,69800,4,4
random,69800,5,4
random,69800,6,4
random,69800,7,4
random,69900,1,4
random,69900,2,4
random,69900,3,4
random,69900,4,4
random,69900,5,4
random,69900,6,4
random,69900,7,4
random,70000,1,4
random,70000,2,4
random,70000,3,4
random,70000,4,4
random,70000,5,4
random,70000,6,4
random,70000,7,4
random,70100,1,4
random,70100,2,4
random,70100,3,4
random,70100,4,4
random,70100,5,4
random,70100,6,4
random,70100,7,4
random,70200,1,4
random,70200,2,4
random,70200,3,4
random,70200,4,4
random,70200,5,4
random,70200,6,4
random,70200,7,4
random,70300,1,4
random,70300,2,4
random,70300,3,4
random,70300,4,4
random,70300,5,4
random,70300,6,4
random,70300,7,4
random,70400,1,4
random,70400,2,4
random,70400,3,4
random,70400,4,4
random,70400,5,4
random,70400,6,4
random,70400,7,4
random,70500,1,4
random,70500,2,4
random,70500,3,4
random,70500,4,4
random,70500,5,4
random,70500,6,4
random,70500,7,4
random,70600,1,4
random,70600,2,4
random,70600,3,4
random,70600,4,4
random,70600,5,4
random,70600,6,4
random,70600,7,4
random,70700,1,4
random,70700,2,4
random,70700,3,4
random,70700,4,4
random,70700,5,4
random,70700,6,4
random,70700,7,4
random,70800,1,4
random,70800,2,4
random,70800,3,4
random,70800,4,4
random,70800,5,4
random,70800,6,4
random,70800,7,4
random,70900,1,4
random,70900,2,4
random,70900,3,4
random,70900,4,4
random,70900,5,4
random,70900,6,4
random,70900,7,4
random,71000,1,4
random,71000,2,4
random,71000,3,4
random,71000,4,4
random,71000,5,4
random,71000,6,4
random,71000,7,4
random,71100,1,4
random,71100,2,4
random,71100,3,4
random,71100,4,4
random,71100,5,4
random,71100,6,4
random,71100,7,4
random,71200,1,4
random,71200,2,4
random,71200,3,4
random,71200,4,4
random,71200,5,4
random,71200,6,4
random,71200,7,4
random,71300,1,4
random,71300,2,4
random,71300,3,4
random,71300,4,4
random,71300,5,4
random,71300,6,4
random,71300,7,4
random,71400,1,4
random,71400,2,4
random,71400,3,4
random,71400,4,4
random,71400,5,4
random,71400,6,4
random,71400,7,4
random,71500,1,4
random,71500,2,4
random,71500,3,4
random,71500,4,4
random,71500,5,4
random,71500,6,4
random,71500,7,4
random,71600,1,4
random,71600,2,4
random,71600,3,4
random,71600,4,4
random,71600,5,4
random,71600,6,4
random,71600,7,4
random,71700,1,4
random,71700,2,4
random,71700,3,4
random,71700,4,4
random,71700,5,4
random,71700,6,4
random,71700,7,4
random,71800,1,4
random,71800,2,4
random,71800,3,4
random,71800,4,4
random,71800,5,4
random,71800,6,4
random,71800,7,4
random,71900,1,4
random,71900,2,4
random,71900,3,4
random,71900,4,4
random,71900,5,4
random,71900,6,4
random,71900,7,4
random,72000,1,4
random,72000,2,4
random,72000,3,4
random,72000,4,4
random,72000,5,4
random,72000,6,4
random,72000,7,4
random,72100,1,4
random,72100,2,4
random,72100,3,4
random,72100,4,4
random,72100,5,4
random,72100,6,4
random,72100,7,4
random,72200,1,4
random,72200,2,4
random,72200,3,4
random,72200,4,4
random,72200,5,4
random,72200,6,4
random,72200,7,4
random,72300,1,4
random,72300,2,4
random,72300,3,4
random,72300,4,4
random,72300,5,4
random,72300,6,4
random,72300,7,4
random,72400,1,4
random,72400,2,4
random,72400,3,4
random,72400,4,4
random,72400,5,4
random,72400,6,4
random,72400,7,4
random,72500,1,4
random,72500,2,4
random,72500,3,4
random,72500,4,4
random,72500,5,4
random,72500,6,4
random,72500,7,4
random,72600,1,4
random,72600,2,4
random,72600,3,4
random,72600,4,4
random,72600,5,4
random,72600,6,4
random,72600,7,4
random,72700,1,4
random,72700,2,4
random,72700,3,4
random,72700,4,4
random,72700,5,4
random,72700,6,4
random,72700,7,4
random,72800,1,4
random,72800,2,4
random,72800,3,4
random,72800,4,4
random,72800,5,4
random,72800,6,4
random,72800,7,4
random,72900,1,4
random,72900,2,4
random,72900,3,4
random,72900,4,4
random,72900,5,4
random,72900,6,4
random,72900,7,4
random,73000,1,4
random,73000,2,4
random,73000,3,4
random,73000,4,4
random,73000,5,4
random,73000,6,4
random,73000,7,4
random,73100,1,4
random,73100,2,4
random,73100,3,4
random,73100,4,4
random,73100,5,4
random,73100,6,4
random,73100,7,4
random,73200,1,4
random,73200,2,4
random,73200,3,4
random,73200,4,4
random,73200,5,4
random,73200,6,4
random,73200,7,4
random,73300,1,4
random,73300,2,4
random,73300,3,4
random,73300,4,4
random,73300,5,4
random,73300,6,4
random,73300,7,4
random,73400,1,4
random,73400,2,4
random,73400,3,4
random,73400,4,4
random,73400,5,4
random,73400,6,4
random,73400,7,4
random,73500,1,4
random,73500,2,4
random,73500,3,4
random,73500,4,4
random,73500,5,8
random,73500,6,6
random,73500,7,6
random,73600,1,8
random,73600,2,6
random,73600,3,6
random,73600,4,5
random,73600,5,5
random,73600,6,6
random,73600,7,4
random,73700,1,5
random,73700,2,4
random,73700,3,4
random,73700,4,4
random,73700,5,5
random,73700,6,4
random,73700,7,4
random,73800,1,4
random,73800,2,4
random,73800,3,4
random,73800,4,4
random,73800,5,4
random,73800,6,4
random,73800,7,4
random,73900,1,4
random,73900,2,4
random,73900,3,4
random,73900,4,4
random,73900,5,4
random,73900,6,4
random,73900,7,4
random,74000,1,4
random,74000,2,5
random,74000,3,4
random,74000,4,4
random,74000,5,4
random,74000,6,4
random,74000,7,4
random,74100,1,4
random,74100,2,4
random,74100,3,4
random,74100,4,4
random,74100,5,4
random,74100,6,4
random,74100,7,4
random,74200,1,4
random,74200,2,4
random,74200,3,4
random,74200,4,4
random,74200,5,4
random,74200,6,4
random,74200,7,4
random,74300,1,4
random,74300,2,4
random,74300,3,5
random,74300,4,4
random,74300,5,4
random,74300,6,4
random,74300,7,4
random,74400,1,4
random,74400,2,4
random,74400,3,4
random,74400,4,4
random,74400,5,4
random,74400,6,4
random,74400,7,4
random,74500,1,4
random,74500,2,4
random,74500,3,4
random,74500,4,4
random,74500,5,4
random,74500,6,4
random,74500,7,4
random,74600,1,4
random,74600,2,4
random,74600,3,4
random,74600,4,4
random,74600,5,4
random,74600,6,4
random,74600,7,5
random,74700,1,4
random,74700,2,4
random,74700,3,4
random,74700,4,4
random,74700,5,4
random,74700,6,4
random,74700,7,4
random,74800,1,4
random,74800,2,4
random,74800,3,4
random,74800,4,4
random,74800,5,4
random,74800,6,4
random,74800,7,4
random,74900,1,4
random,74900,2,4
random,74900,3,4
random,74900,4,4
random,74900,5,4
random,74900,6,4
random,74900,7,4
random,75000,1,5
random,75000,2,4
random,75000,3,4
random,75000,4,4
random,75000,5,4
random,75000,6,4
random,75000,7,4
random,75100,1,4
random,75100,2,4
random,75100,3,4
random,75100,4,5
random,75100,5,4
random,75100,6,5
random,75100,7,4
random,75200,1,4
random,75200,2,4
random,75200,3,4
random,75200,4,4
random,75200,5,4
random,75200,6,4
random,75200,7,4
random,75300,1,4
random,75300,2,4
random,75300,3,4
random,75300,4,4
random,75300,5,4
random,75300,6,4
random,75300,7,4
random,75400,1,4
random,75400,2,4
random,75400,3,4
random,75400,4,4
random,75400,5,4
random,75400,6,4
random,75400,7,4
random,75500,1,4
random,75500,2,4
random,75500,3,4
random,75500,4,4
random,75500,5,4
random,75500,6,4
random,75500,7,4
random,75600,1,4
random,75600,2,4
random,75600,3,5
random,75600,4,5
random,75600,5,4
random,75600,6,4
random,75600,7,4
random,75700,1,4
random,75700,2,4
random,75700,3,4
random,75700,4,4
random,75700,5,4
random,75700,6,4
random,75700,7,4
random,75800,1,4
random,75800,2,4
random,75800,3,4
random,75800,4,4
random,75800,5,4
random,75800,6,4
random,75800,7,4
random,75900,1,4
random,75900,2,4
random,75900,3,4
random,75900,4,5
random,75900,5,4
random,75900,6,4
random,75900,7,4
random,76000,1,4
random,76000,2,4
random,76000,3,4
random,76000,4,4
random,76000,5,4
random,76000,6,4
random,76000,7,4
random,76100,1,4
random,76100,2,4
random,76100,3,4
random,76100,4,4
random,76100,5,4
random,76100,6,4
random,76100,7,4
random,76200,1,4
random,76200,2,4
random,76200,3,4
random,76200,4,4
random,76200,5,4
random,76200,6,4
random,76200,7,4
random,76300,1,4
random,76300,2,4
random,76300,3,4
random,76300,4,5
random,76300,5,4
random,76300,6,4
random,76300,7,4
random,76400,1,5
random,76400,2,4
random,76400,3,4
random,76400,4,5
random,76400,5,4
random,76400,6,4
random,76400,7,4
random,76500,1,5
random,76500,2,4
random,76500,3,4
random,76500,4,4
random,76500,5,4
random,76500,6,4
random,76500,7,4
random,76600,1,5
random,76600,2,4
random,76600,3,4
random,76600,4,4
random,76600,5,4
random,76600,6,4
random,76600,7,4
random,76700,1,5
random,76700,2,4
random,76700,3,4
random,76700,4,5
random,76700,5,4
random,76700,6,4
random,76700,7,4
random,76800,1,4
random,76800,2,4
random,76800,3,4
random,76800,4,4
random,76800,5,4
random,76800,6,4
random,76800,7,4
random,76900,1,4
random,76900,2,4
random,76900,3,4
random,76900,4,4
random,76900,5,4
random,76900,6,4
random,76900,7,4
random,77000,1,4
random,77000,2,4
random,77000,3,4
random,77000,4,4
random,77000,5,4
random,77000,6,4
random,77000,7,4
random,77100,1,5
random,77100,2,4
random,77100,3,5
random,77100,4,5
random,77100,5,5
random,77100,6,5
random,77100,7,4
random,77200,1,4
random,77200,2,5
random,77200,3,4
random,77200,4,4
random,77200,5,4
random,77200,6,4
random,77200,7,4
random,77300,1,4
random,77300,2,4
random,77300,3,4
random,77300,4,4
random,77300,5,5
random,77300,6,5
random,77300,7,4
random,77400,1,4
random,77400,2,5
random,77400,3,4
random,77400,4,4
random,77400,5,4
random,77400,6,4
random,77400,7,4
random,77500,1,4
random,77500,2,5
random,77500,3,4
random,77500,4,4
random,77500,5,5
random,77500,6,4
random,77500,7,4
random,77600,1,4
random,77600,2,5
random,77600,3,4
random,77600,4,4
random,77600,5,4
random,77600,6,4
random,77600,7,4
random,77700,1,4
random,77700,2,4
random,77700,3,4
random,77700,4,4
random,77700,5,4
random,77700,6,4
random,77700,7,4
random,77800,1,4
random,77800,2,4
random,77800,3,4
random,77800,4,4
random,77800,5,4
random,77800,6,4
random,77800,7,4
random,77900,1,4
random,77900,2,4
random,77900,3,4
random,77900,4,4
random,77900,5,4
random,77900,6,4
random,77900,7,4
random,78000,1,4
random,78000,2,4
random,78000,3,4
random,78000,4,4
random,78000,5,4
random,78000,6,4
random,78000,7,4
random,78100,1,4
random,78100,2,4
random,78100,3,4
random,78100,4,4
random,78100,5,4
random,78100,6,4
random,78100,7,5
random,78200,1,4
random,78200,2,4
random,78200,3,4
random,78200,4,4
random,78200,5,4
random,78200,6,4
random,78200,7,4
random,78300,1,4
random,78300,2,4
random,78300,3,4
random,78300,4,4
random,78300,5,4
random,78300,6,5
random,78300,7,4
random,78400,1,4
random,78400,2,4
random,78400,3,5
random,78400,4,4
random,78400,5,5
random,78400,6,5
random,78400,7,4
random,78500,1,5
random,78500,2,5
random,78500,3,4
random,78500,4,4
random,78500,5,5
random,78500,6,5
random,78500,7,4
random,78600,1,5
random,78600,2,5
random,78600,3,4
random,78600,4,4
random,78600,5,5
random,78600,6,4
random,78600,7,4
random,78700,1,5
random,78700,2,5
random,78700,3,4
random,78700,4,4
random,78700,5,5
random,78700,6,4
random,78700,7,4
random,78800,1,4
random,78800,2,4
random,78800,3,4
random,78800,4,4
random,78800,5,4
random,78800,6,4
random,78800,7,4
random,78900,1,4
random,78900,2,4
random,78900,3,4
random,78900,4,4
random,78900,5,4
random,78900,6,4
random,78900,7,4
random,79000,1,4
random,79000,2,4
random,79000,3,4
random,79000,4,4
random,79000,5,4
random,79000,6,5
random,79000,7,4
random,79100,1,5
random,79100,2,4
random,79100,3,4
random,79100,4,4
random,79100,5,4
random,79100,6,4
random,79100,7,4
random,79200,1,5
random,79200,2,4
random,79200,3,4
random,79200,4,4
random,79200,5,4
random,79200,6,5
random,79200,7,4
random,79300,1,4
random,79300,2,4
random,79300,3,5
random,79300,4,4
random,79300,5,4
random,79300,6,4
random,79300,7,4
random,79400,1,5
random,79400,2,4
random,79400,3,4
random,79400,4,4
random,79400,5,4
random,79400,6,4
random,79400,7,4
random,79500,1,5
random,79500,2,4
random,79500,3,5
random,79500,4,5
random,79500,5,5
random,79500,6,4
random,79500,7,5
random,79600,1,5
random,79600,2,5
random,79600,3,5
random,79600,4,5
random,79600,5,4
random,79600,6,5
random,79600,7,5
random,79700,1,5
random,79700,2,5
random,79700,3,5
random,79700,4,5
random,79700,5,4
random,79700,6,4
random,79700,7,5
random,79800,1,5
random,79800,2,4
random,79800,3,5
random,79800,4,4
random,79800,5,5
random,79800,6,4
random,79800,7,5
random,79900,1,5
random,79900,2,5
random,79900,3,5
random,79900,4,5
random,79900,5,5
random,79900,6,5
random,79900,7,5
random,80000,1,5
random,80000,2,4
random,80000,3,5
random,80000,4,5
random,80000,5,4
random,80000,6,4
random,80000,7,4
random,80100,1,5
random,80100,2,5
random,80100,3,4
random,80100,4,4
random,80100,5,5
random,80100,6,4
random,80100,7,4
random,80200,1,5
random,80200,2,4
random,80200,3,4
random,80200,4,4
random,80200,5,5
random,80200,6,4
random,80200,7,4
random,80300,1,5
random,80300,2,4
random,80300,3,4
random,80300,4,4
random,80300,5,4
random,80300,6,4
random,80300,7,4
random,80400,1,5
random,80400,2,4
random,80400,3,5
random,80400,4,5
random,80400,5,4
random,80400,6,4
random,80400,7,4
random,80500,1,5
random,80500,2,4
random,80500,3,4
random,80500,4,4
random,80500,5,4
random,80500,6,5
random,80500,7,5
random,80600,1,5
random,80600,2,5
random,80600,3,5
random,80600,4,5
random,80600,5,5
random,80600,6,5
random,80600,7,4
random,80700,1,5
random,80700,2,5
random,80700,3,5
random,80700,4,5
random,80700,5,5
random,80700,6,5
random,80700,7,5
random,80800,1,5
random,80800,2,5
random,80800,3,5
random,80800,4,5
random,80800,5,4
random,80800,6,5
random,80800,7,5
random,80900,1,5
random,80900,2,5
random,80900,3,5
random,80900,4,5
random,80900,5,4
random,80900,6,5
random,80900,7,5
random,81000,1,5
random,81000,2,5
random,81000,3,5
random,81000,4,4
random,81000,5,5
random,81000,6,5
random,81000,7,4
random,81100,1,5
random,81100,2,5
random,81100,3,5
random,81100,4,5
random,81100,5,5
random,81100,6,5
random,81100,7,5
random,81200,1,5
random,81200,2,5
random,81200,3,5
random,81200,4,5
random,81200,5,5
random,81200,6,5
random,81200,7,5
random,81300,1,5
random,81300,2,5
random,81300,3,5
random,81300,4,5
random,81300,5,5
random,81300,6,5
random,81300,7,5
random,81400,1,5
random,81400,2,5
random,81400,3,5
random,81400,4,5
random,81400,5,5
random,81400,6,5
random,81400,7,5
random,81500,1,5
random,81500,2,5
random,81500,3,5
random,81500,4,5
random,81500,5,9
random,81500,6,6
random,81500,7,6
random,81600,1,6
random,81600,2,5
random,81600,3,5
random,81600,4,4
random,81600,5,5
random,81600,6,5
random,81600,7,5
random,81700,1,5
random,81700,2,5
random,81700,3,5
random,81700,4,5
random,81700,5,5
random,81700,6,5
random,81700,7,5
random,81800,1,5
random,81800,2,5
random,81800,3,5
random,81800,4,5
random,81800,5,5
random,81800,6,5
random,81800,7,5
random,81900,1,5
random,81900,2,5
random,81900,3,5
random,81900,4,5
random,81900,5,5
random,81900,6,5
random,81900,7,5
random,82000,1,5
random,82000,2,5
random,82000,3,5
random,82000,4,5
random,82000,5,5
random,82000,6,5
random,82000,7,5
random,82100,1,5
random,82100,2,5
random,82100,3,5
random,82100,4,5
random,82100,5,5
random,82100,6,5
random,82100,7,5
random,82200,1,5
random,82200,2,5
random,82200,3,5
random,82200,4,5
random,82200,5,5
random,82200,6,5
random,82200,7,5
random,82300,1,5
random,82300,2,5
random,82300,3,5
random,82300,4,5
random,82300,5,5
random,82300,6,5
random,82300,7,5
random,82400,1,5
random,82400,2,5
